"Indicator Name","Indicator Code","Country Name","Country Code","Year","Value","Disaggregation"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Seychelles","SYC","2002","12.039","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Seychelles","SYC","2001","11.966","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Seychelles","SYC","2000","12.497","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Seychelles","SYC","1999","12.793","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Seychelles","SYC","1998","12.648","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Seychelles","SYC","1996","12.422","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Seychelles","SYC","1995","12.402","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Seychelles","SYC","1994","12.602","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Seychelles","SYC","1993","12.430","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Seychelles","SYC","1992","12.309","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Seychelles","SYC","1991","12.220","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Seychelles","SYC","1989","11.858","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Seychelles","SYC","1988","11.651","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Seychelles","SYC","1987","11.736","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Seychelles","SYC","1986","11.763","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Seychelles","SYC","1985","11.453","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Seychelles","SYC","1983","10.905","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Seychelles","SYC","1982","10.468","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Seychelles","SYC","1981","9.787","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Seychelles","SYC","1980","9.082","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Seychelles","SYC","1979","8.815","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Seychelles","SYC","1978","8.444","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Seychelles","SYC","1976","7.582","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Seychelles","SYC","1975","7.915","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Seychelles","SYC","1974","8.319","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Seychelles","SYC","1973","8.022","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Seychelles","SYC","1972","8.039","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Seychelles","SYC","1971","7.817","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Seychelles","SYC","1970","7.588","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sierra Leone","SLE","2001","7.291","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sierra Leone","SLE","1985","6.723","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sierra Leone","SLE","1984","6.326","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sierra Leone","SLE","1976","4.260","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sierra Leone","SLE","1975","4.110","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sierra Leone","SLE","1974","3.976","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sierra Leone","SLE","1973","3.824","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sierra Leone","SLE","1972","3.897","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sierra Leone","SLE","1971","3.768","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Singapore","SGP","2021","16.811","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Singapore","SGP","2020","16.706","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Singapore","SGP","2019","16.624","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Singapore","SGP","2018","16.609","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Singapore","SGP","2017","16.539","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Singapore","SGP","2016","16.552","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Slovak Republic","SVK","2022","14.399","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Slovak Republic","SVK","2021","14.197","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Slovak Republic","SVK","2020","14.062","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Slovak Republic","SVK","2019","14.009","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Slovak Republic","SVK","2018","14.037","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Slovak Republic","SVK","2017","14.078","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Slovak Republic","SVK","2016","14.159","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Slovak Republic","SVK","2015","14.289","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Slovak Republic","SVK","2014","14.404","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Slovak Republic","SVK","2013","14.518","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Slovak Republic","SVK","2012","14.565","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Slovak Republic","SVK","2011","14.605","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Slovak Republic","SVK","2010","14.627","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Slovak Republic","SVK","2009","14.529","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Slovak Republic","SVK","2008","14.499","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Slovak Republic","SVK","2007","14.508","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Slovak Republic","SVK","2006","14.367","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Slovak Republic","SVK","2005","14.293","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Slovak Republic","SVK","2004","14.074","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Slovak Republic","SVK","2003","13.873","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Slovak Republic","SVK","2002","13.596","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Slovak Republic","SVK","2001","13.325","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Slovak Republic","SVK","2000","13.376","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Slovak Republic","SVK","1999","13.010","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Slovak Republic","SVK","1998","12.870","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Slovak Republic","SVK","1997","12.322","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Slovak Republic","SVK","1996","12.251","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Slovak Republic","SVK","1995","11.985","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Slovak Republic","SVK","1994","11.838","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Slovak Republic","SVK","1993","11.719","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Slovenia","SVN","2022","16.662","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Slovenia","SVN","2021","16.586","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Slovenia","SVN","2020","16.495","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Slovenia","SVN","2019","16.565","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Slovenia","SVN","2018","16.725","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Slovenia","SVN","2017","16.758","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Slovenia","SVN","2016","16.744","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Slovenia","SVN","2015","16.560","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Slovenia","SVN","2014","16.670","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Slovenia","SVN","2013","16.975","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Slovenia","SVN","2012","16.194","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Slovenia","SVN","2011","15.937","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Slovenia","SVN","2010","16.241","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Slovenia","SVN","2009","16.156","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Slovenia","SVN","2008","16.249","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Slovenia","SVN","2007","16.135","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Slovenia","SVN","2006","16.102","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Slovenia","SVN","2005","16.049","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Slovenia","SVN","2004","15.735","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Slovenia","SVN","2003","16.197","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Slovenia","SVN","2002","15.637","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Slovenia","SVN","2001","15.258","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Slovenia","SVN","2000","14.383","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Slovenia","SVN","1999","14.325","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Slovenia","SVN","1998","13.499","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Slovenia","SVN","1997","12.923","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Slovenia","SVN","1996","12.588","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Slovenia","SVN","1995","12.429","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Slovenia","SVN","1994","12.246","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Slovenia","SVN","1993","12.130","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Solomon Islands","SLB","2007","9.420","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Solomon Islands","SLB","2006","9.213","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Solomon Islands","SLB","2005","8.655","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Solomon Islands","SLB","2002","8.181","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Solomon Islands","SLB","2000","6.804","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Solomon Islands","SLB","1999","7.393","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Solomon Islands","SLB","1994","7.453","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Solomon Islands","SLB","1993","7.277","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Solomon Islands","SLB","1992","6.910","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Solomon Islands","SLB","1991","6.528","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Solomon Islands","SLB","1990","6.394","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Solomon Islands","SLB","1986","6.268","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Solomon Islands","SLB","1975","6.772","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Solomon Islands","SLB","1971","7.207","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Solomon Islands","SLB","1970","6.108","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Somalia","SOM","1976","2.891","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Somalia","SOM","1972","1.056","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","South Africa","ZAF","2021","13.571","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","South Africa","ZAF","2020","13.521","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","South Africa","ZAF","2019","13.782","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","South Africa","ZAF","2018","13.661","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","South Africa","ZAF","2017","13.805","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","South Africa","ZAF","2016","13.739","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","South Africa","ZAF","2015","14.547","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","South Africa","ZAF","2014","13.849","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","South Africa","ZAF","2012","13.286","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","South Africa","ZAF","1994","12.952","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","South Africa","ZAF","1991","12.106","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","South Africa","ZAF","1990","11.591","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","South Africa","ZAF","1989","11.464","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Spain","ESP","2021","17.202","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Spain","ESP","2020","16.928","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Spain","ESP","2019","16.996","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Spain","ESP","2018","17.063","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Spain","ESP","2017","17.064","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Spain","ESP","2016","17.077","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Spain","ESP","2015","17.083","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Spain","ESP","2014","16.950","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Spain","ESP","2013","16.824","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Spain","ESP","2012","16.651","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Spain","ESP","2011","16.385","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Spain","ESP","2010","16.011","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Spain","ESP","2009","15.505","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Spain","ESP","2008","15.408","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Spain","ESP","2007","15.437","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Spain","ESP","2006","15.476","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Spain","ESP","2005","15.534","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Spain","ESP","2004","15.471","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Spain","ESP","2003","15.490","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Spain","ESP","2002","15.564","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Spain","ESP","2001","15.586","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Spain","ESP","2000","15.496","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Spain","ESP","1999","15.355","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Spain","ESP","1998","15.372","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Spain","ESP","1997","15.503","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Spain","ESP","1996","15.443","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Spain","ESP","1995","15.306","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Spain","ESP","1994","15.209","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Spain","ESP","1993","14.883","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Spain","ESP","1992","14.469","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Spain","ESP","1991","14.335","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Spain","ESP","1990","14.139","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Spain","ESP","1989","14.207","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Spain","ESP","1988","14.001","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Spain","ESP","1987","13.786","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Spain","ESP","1986","13.585","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Spain","ESP","1985","13.144","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Spain","ESP","1984","12.917","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Spain","ESP","1983","12.874","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Spain","ESP","1982","12.894","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Spain","ESP","1981","12.681","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Spain","ESP","1980","12.670","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Spain","ESP","1979","12.733","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Spain","ESP","1978","12.328","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Spain","ESP","1977","12.163","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Spain","ESP","1976","12.001","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Spain","ESP","1975","11.580","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Spain","ESP","1974","11.298","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Spain","ESP","1973","10.979","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Spain","ESP","1972","10.708","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Spain","ESP","1971","10.619","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sri Lanka","LKA","2018","13.145","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sri Lanka","LKA","2017","12.959","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sri Lanka","LKA","2016","12.954","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sri Lanka","LKA","2013","13.048","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sri Lanka","LKA","2012","12.906","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sri Lanka","LKA","2011","13.091","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sri Lanka","LKA","2010","13.048","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sri Lanka","LKA","1994","11.731","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sri Lanka","LKA","1986","10.643","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sri Lanka","LKA","1985","10.547","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sri Lanka","LKA","1984","10.437","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sri Lanka","LKA","1983","10.272","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sri Lanka","LKA","1981","10.033","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","St. Kitts and Nevis","KNA","2015","17.047","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","St. Kitts and Nevis","KNA","2014","18.313","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","St. Kitts and Nevis","KNA","2008","14.180","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","St. Kitts and Nevis","KNA","1993","13.128","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","St. Kitts and Nevis","KNA","1992","13.159","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","St. Kitts and Nevis","KNA","1988","13.041","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","St. Kitts and Nevis","KNA","1987","13.139","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","St. Kitts and Nevis","KNA","1986","14.386","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","St. Kitts and Nevis","KNA","1985","13.194","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","St. Kitts and Nevis","KNA","1984","12.665","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","St. Lucia","LCA","2022","12.051","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","St. Lucia","LCA","2020","12.098","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","St. Lucia","LCA","2019","12.121","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","St. Lucia","LCA","2018","12.932","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","St. Lucia","LCA","2017","12.978","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","St. Lucia","LCA","2016","13.349","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","St. Lucia","LCA","2015","13.642","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","St. Lucia","LCA","2014","12.395","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","St. Lucia","LCA","2013","12.179","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","St. Lucia","LCA","2012","12.535","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","St. Lucia","LCA","2011","12.980","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","St. Lucia","LCA","2010","12.693","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","St. Lucia","LCA","2009","12.753","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","St. Lucia","LCA","2008","12.707","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","St. Lucia","LCA","2007","12.272","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","St. Lucia","LCA","2006","12.393","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","St. Lucia","LCA","2005","11.904","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","St. Lucia","LCA","2004","11.986","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","St. Lucia","LCA","1993","11.293","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","St. Lucia","LCA","1987","10.574","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","St. Lucia","LCA","1985","10.586","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","St. Lucia","LCA","1984","10.715","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","St. Lucia","LCA","1983","10.727","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","St. Lucia","LCA","1982","10.565","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","St. Lucia","LCA","1981","9.777","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","St. Lucia","LCA","1977","10.407","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","St. Vincent and the Grenadines","VCT","2015","14.824","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","St. Vincent and the Grenadines","VCT","2014","14.510","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","St. Vincent and the Grenadines","VCT","2004","12.375","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","St. Vincent and the Grenadines","VCT","2003","12.182","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","St. Vincent and the Grenadines","VCT","2002","12.006","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","St. Vincent and the Grenadines","VCT","2000","11.479","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","St. Vincent and the Grenadines","VCT","1987","10.647","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","St. Vincent and the Grenadines","VCT","1986","10.723","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sudan","SDN","2015","8.220","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sudan","SDN","2014","8.196","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sudan","SDN","2013","8.143","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sudan","SDN","2012","7.899","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sudan","SDN","2011","7.506","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sudan","SDN","2010","7.760","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sudan","SDN","2009","7.757","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sudan","SDN","2008","7.548","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sudan","SDN","2007","6.994","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sudan","SDN","2006","6.924","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sudan","SDN","2005","6.614","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sudan","SDN","2004","6.473","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sudan","SDN","2003","6.070","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sudan","SDN","2002","5.847","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sudan","SDN","2001","5.836","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Suriname","SUR","2021","10.590","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Suriname","SUR","2002","10.404","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Suriname","SUR","1990","10.102","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Suriname","SUR","1989","11.106","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Suriname","SUR","1988","10.756","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Suriname","SUR","1987","10.844","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Suriname","SUR","1986","11.844","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sweden","SWE","2022","17.388","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sweden","SWE","2021","17.514","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sweden","SWE","2020","17.310","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sweden","SWE","2019","17.322","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sweden","SWE","2018","17.778","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sweden","SWE","2017","17.861","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sweden","SWE","2016","17.296","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sweden","SWE","2015","17.087","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sweden","SWE","2014","16.819","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sweden","SWE","2013","16.848","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sweden","SWE","2012","15.144","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sweden","SWE","2011","15.142","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sweden","SWE","2010","15.241","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sweden","SWE","2009","15.026","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sweden","SWE","2008","15.053","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sweden","SWE","2007","15.080","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sweden","SWE","2006","15.238","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sweden","SWE","2005","15.273","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sweden","SWE","2004","15.171","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sweden","SWE","2003","17.063","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sweden","SWE","2002","17.030","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sweden","SWE","2001","17.013","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sweden","SWE","2000","17.060","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sweden","SWE","1999","17.241","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sweden","SWE","1998","17.007","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sweden","SWE","1997","16.065","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sweden","SWE","1996","15.662","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sweden","SWE","1995","15.341","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sweden","SWE","1994","15.128","male"
"Expected years of schooling, male","SE.SCH.LIFE.MA","Sweden","SWE","1993","14.720","male"
